train sample: 269 train minibatch: 135 valid sample: 66 valid minibatch: 33
train_option SVLS_V5
3.0
ckpt name: model_best_svls_v5.pth.tar
epoch:0/200, loss:0.3234, best epoch:0, best loss:0.3234, dice[ET:0.0308, TC:0.0261, WT:0.7163], best dice[ET:0.0308, TC:0.0261, WT:0.7163]
epoch:1/200, loss:0.2214, best epoch:1, best loss:0.2214, dice[ET:0.0773, TC:0.0640, WT:0.7747], best dice[ET:0.0773, TC:0.0640, WT:0.7747]
epoch:2/200, loss:0.1627, best epoch:2, best loss:0.1627, dice[ET:0.5097, TC:0.4911, WT:0.7621], best dice[ET:0.5097, TC:0.4911, WT:0.7621]
epoch:3/200, loss:0.1316, best epoch:3, best loss:0.1316, dice[ET:0.5187, TC:0.5178, WT:0.7869], best dice[ET:0.5187, TC:0.5178, WT:0.7869]
epoch:4/200, loss:0.1004, best epoch:4, best loss:0.1004, dice[ET:0.6228, TC:0.6286, WT:0.8006], best dice[ET:0.6228, TC:0.6286, WT:0.8006]
epoch:5/200, loss:0.0864, best epoch:5, best loss:0.0864, dice[ET:0.6435, TC:0.6210, WT:0.8146], best dice[ET:0.6435, TC:0.6210, WT:0.8146]
epoch:6/200, loss:0.0723, best epoch:6, best loss:0.0723, dice[ET:0.6752, TC:0.7018, WT:0.7664], best dice[ET:0.6752, TC:0.7018, WT:0.7664]
epoch:7/200, loss:0.0607, best epoch:7, best loss:0.0607, dice[ET:0.6547, TC:0.6577, WT:0.8274], best dice[ET:0.6547, TC:0.6577, WT:0.8274]
epoch:8/200, loss:0.0539, best epoch:8, best loss:0.0539, dice[ET:0.6812, TC:0.7308, WT:0.8089], best dice[ET:0.6812, TC:0.7308, WT:0.8089]
epoch:9/200, loss:0.0468, best epoch:9, best loss:0.0468, dice[ET:0.6927, TC:0.7494, WT:0.8541], best dice[ET:0.6927, TC:0.7494, WT:0.8541]
epoch:10/200, loss:0.0430, best epoch:10, best loss:0.0430, dice[ET:0.6903, TC:0.7183, WT:0.8613], best dice[ET:0.6903, TC:0.7183, WT:0.8613]
epoch:11/200, loss:0.0389, best epoch:11, best loss:0.0389, dice[ET:0.6798, TC:0.7580, WT:0.8555], best dice[ET:0.6798, TC:0.7580, WT:0.8555]
epoch:12/200, loss:0.0363, best epoch:12, best loss:0.0363, dice[ET:0.7125, TC:0.7411, WT:0.8601], best dice[ET:0.7125, TC:0.7411, WT:0.8601]
epoch:13/200, loss:0.0387, best epoch:12, best loss:0.0363, dice[ET:0.6284, TC:0.6427, WT:0.8397], best dice[ET:0.7125, TC:0.7411, WT:0.8601]
epoch:14/200, loss:0.0352, best epoch:14, best loss:0.0352, dice[ET:0.7013, TC:0.7580, WT:0.8213], best dice[ET:0.7013, TC:0.7580, WT:0.8213]
epoch:15/200, loss:0.0337, best epoch:15, best loss:0.0337, dice[ET:0.6947, TC:0.7153, WT:0.8421], best dice[ET:0.6947, TC:0.7153, WT:0.8421]
epoch:16/200, loss:0.0293, best epoch:16, best loss:0.0293, dice[ET:0.7394, TC:0.7872, WT:0.8606], best dice[ET:0.7394, TC:0.7872, WT:0.8606]
epoch:17/200, loss:0.0284, best epoch:17, best loss:0.0284, dice[ET:0.7366, TC:0.7915, WT:0.8661], best dice[ET:0.7366, TC:0.7915, WT:0.8661]
epoch:18/200, loss:0.0273, best epoch:18, best loss:0.0273, dice[ET:0.7297, TC:0.7608, WT:0.8708], best dice[ET:0.7297, TC:0.7608, WT:0.8708]
epoch:19/200, loss:0.0268, best epoch:19, best loss:0.0268, dice[ET:0.7483, TC:0.7965, WT:0.8590], best dice[ET:0.7483, TC:0.7965, WT:0.8590]
epoch:20/200, loss:0.0283, best epoch:19, best loss:0.0268, dice[ET:0.7344, TC:0.7397, WT:0.8640], best dice[ET:0.7483, TC:0.7965, WT:0.8590]
epoch:21/200, loss:0.0259, best epoch:21, best loss:0.0259, dice[ET:0.7390, TC:0.7889, WT:0.8566], best dice[ET:0.7390, TC:0.7889, WT:0.8566]
epoch:22/200, loss:0.0244, best epoch:22, best loss:0.0244, dice[ET:0.7157, TC:0.7986, WT:0.8654], best dice[ET:0.7157, TC:0.7986, WT:0.8654]
epoch:23/200, loss:0.0249, best epoch:22, best loss:0.0244, dice[ET:0.7582, TC:0.8042, WT:0.8475], best dice[ET:0.7157, TC:0.7986, WT:0.8654]
epoch:24/200, loss:0.0231, best epoch:24, best loss:0.0231, dice[ET:0.7627, TC:0.8087, WT:0.8708], best dice[ET:0.7627, TC:0.8087, WT:0.8708]
epoch:25/200, loss:0.0243, best epoch:24, best loss:0.0231, dice[ET:0.7425, TC:0.7955, WT:0.8479], best dice[ET:0.7627, TC:0.8087, WT:0.8708]
epoch:26/200, loss:0.0235, best epoch:24, best loss:0.0231, dice[ET:0.7544, TC:0.8084, WT:0.8511], best dice[ET:0.7627, TC:0.8087, WT:0.8708]
epoch:27/200, loss:0.0223, best epoch:27, best loss:0.0223, dice[ET:0.7479, TC:0.7994, WT:0.8578], best dice[ET:0.7479, TC:0.7994, WT:0.8578]
epoch:28/200, loss:0.0217, best epoch:28, best loss:0.0217, dice[ET:0.7629, TC:0.8078, WT:0.8720], best dice[ET:0.7629, TC:0.8078, WT:0.8720]
epoch:29/200, loss:0.0238, best epoch:28, best loss:0.0217, dice[ET:0.7508, TC:0.7675, WT:0.8578], best dice[ET:0.7629, TC:0.8078, WT:0.8720]
epoch:30/200, loss:0.0224, best epoch:28, best loss:0.0217, dice[ET:0.7601, TC:0.8059, WT:0.8516], best dice[ET:0.7629, TC:0.8078, WT:0.8720]
epoch:31/200, loss:0.0230, best epoch:28, best loss:0.0217, dice[ET:0.7675, TC:0.8023, WT:0.8484], best dice[ET:0.7629, TC:0.8078, WT:0.8720]
epoch:32/200, loss:0.0212, best epoch:32, best loss:0.0212, dice[ET:0.7576, TC:0.8102, WT:0.8724], best dice[ET:0.7576, TC:0.8102, WT:0.8724]
epoch:33/200, loss:0.0217, best epoch:32, best loss:0.0212, dice[ET:0.7404, TC:0.8082, WT:0.8735], best dice[ET:0.7576, TC:0.8102, WT:0.8724]
epoch:34/200, loss:0.0207, best epoch:34, best loss:0.0207, dice[ET:0.7674, TC:0.8185, WT:0.8716], best dice[ET:0.7674, TC:0.8185, WT:0.8716]
epoch:35/200, loss:0.0215, best epoch:34, best loss:0.0207, dice[ET:0.7474, TC:0.8047, WT:0.8655], best dice[ET:0.7674, TC:0.8185, WT:0.8716]
epoch:36/200, loss:0.0238, best epoch:34, best loss:0.0207, dice[ET:0.7480, TC:0.8017, WT:0.8486], best dice[ET:0.7674, TC:0.8185, WT:0.8716]
epoch:37/200, loss:0.0236, best epoch:34, best loss:0.0207, dice[ET:0.6829, TC:0.7281, WT:0.8423], best dice[ET:0.7674, TC:0.8185, WT:0.8716]
epoch:38/200, loss:0.0181, best epoch:38, best loss:0.0181, dice[ET:0.7720, TC:0.8333, WT:0.8776], best dice[ET:0.7720, TC:0.8333, WT:0.8776]
epoch:39/200, loss:0.0201, best epoch:38, best loss:0.0181, dice[ET:0.7655, TC:0.8224, WT:0.8612], best dice[ET:0.7720, TC:0.8333, WT:0.8776]
epoch:40/200, loss:0.0182, best epoch:38, best loss:0.0181, dice[ET:0.7660, TC:0.8281, WT:0.8787], best dice[ET:0.7720, TC:0.8333, WT:0.8776]
epoch:41/200, loss:0.0177, best epoch:41, best loss:0.0177, dice[ET:0.7725, TC:0.8108, WT:0.8837], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:42/200, loss:0.0177, best epoch:41, best loss:0.0177, dice[ET:0.7798, TC:0.8431, WT:0.8849], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:43/200, loss:0.0217, best epoch:41, best loss:0.0177, dice[ET:0.7659, TC:0.7942, WT:0.8642], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:44/200, loss:0.0199, best epoch:41, best loss:0.0177, dice[ET:0.7690, TC:0.8295, WT:0.8707], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:45/200, loss:0.0219, best epoch:41, best loss:0.0177, dice[ET:0.7689, TC:0.7979, WT:0.8718], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:46/200, loss:0.0202, best epoch:41, best loss:0.0177, dice[ET:0.7821, TC:0.8295, WT:0.8693], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:47/200, loss:0.0204, best epoch:41, best loss:0.0177, dice[ET:0.7891, TC:0.8402, WT:0.8575], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:48/200, loss:0.0200, best epoch:41, best loss:0.0177, dice[ET:0.7744, TC:0.8376, WT:0.8729], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:49/200, loss:0.0191, best epoch:41, best loss:0.0177, dice[ET:0.7761, TC:0.8320, WT:0.8753], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:50/200, loss:0.0198, best epoch:41, best loss:0.0177, dice[ET:0.7564, TC:0.8010, WT:0.8654], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:51/200, loss:0.0201, best epoch:41, best loss:0.0177, dice[ET:0.7854, TC:0.8250, WT:0.8576], best dice[ET:0.7725, TC:0.8108, WT:0.8837]
epoch:52/200, loss:0.0174, best epoch:52, best loss:0.0174, dice[ET:0.7835, TC:0.8386, WT:0.8853], best dice[ET:0.7835, TC:0.8386, WT:0.8853]
epoch:53/200, loss:0.0173, best epoch:53, best loss:0.0173, dice[ET:0.7866, TC:0.8415, WT:0.8800], best dice[ET:0.7866, TC:0.8415, WT:0.8800]
epoch:54/200, loss:0.0167, best epoch:54, best loss:0.0167, dice[ET:0.7734, TC:0.8379, WT:0.8878], best dice[ET:0.7734, TC:0.8379, WT:0.8878]
epoch:55/200, loss:0.0184, best epoch:54, best loss:0.0167, dice[ET:0.7813, TC:0.8315, WT:0.8774], best dice[ET:0.7734, TC:0.8379, WT:0.8878]
epoch:56/200, loss:0.0188, best epoch:54, best loss:0.0167, dice[ET:0.7917, TC:0.8330, WT:0.8739], best dice[ET:0.7734, TC:0.8379, WT:0.8878]
epoch:57/200, loss:0.0188, best epoch:54, best loss:0.0167, dice[ET:0.7864, TC:0.8379, WT:0.8797], best dice[ET:0.7734, TC:0.8379, WT:0.8878]
epoch:58/200, loss:0.0210, best epoch:54, best loss:0.0167, dice[ET:0.7907, TC:0.8355, WT:0.8621], best dice[ET:0.7734, TC:0.8379, WT:0.8878]
epoch:59/200, loss:0.0175, best epoch:54, best loss:0.0167, dice[ET:0.7891, TC:0.8465, WT:0.8822], best dice[ET:0.7734, TC:0.8379, WT:0.8878]
epoch:60/200, loss:0.0173, best epoch:54, best loss:0.0167, dice[ET:0.7964, TC:0.8497, WT:0.8827], best dice[ET:0.7734, TC:0.8379, WT:0.8878]
epoch:61/200, loss:0.0160, best epoch:61, best loss:0.0160, dice[ET:0.7935, TC:0.8587, WT:0.8903], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:62/200, loss:0.0194, best epoch:61, best loss:0.0160, dice[ET:0.7660, TC:0.8338, WT:0.8739], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:63/200, loss:0.0196, best epoch:61, best loss:0.0160, dice[ET:0.7727, TC:0.8294, WT:0.8745], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:64/200, loss:0.0206, best epoch:61, best loss:0.0160, dice[ET:0.7874, TC:0.8194, WT:0.8688], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:65/200, loss:0.0189, best epoch:61, best loss:0.0160, dice[ET:0.7876, TC:0.8273, WT:0.8742], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:66/200, loss:0.0192, best epoch:61, best loss:0.0160, dice[ET:0.7929, TC:0.8435, WT:0.8726], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:67/200, loss:0.0230, best epoch:61, best loss:0.0160, dice[ET:0.6405, TC:0.6901, WT:0.8155], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:68/200, loss:0.0201, best epoch:61, best loss:0.0160, dice[ET:0.7752, TC:0.8274, WT:0.8460], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:69/200, loss:0.0182, best epoch:61, best loss:0.0160, dice[ET:0.7689, TC:0.8100, WT:0.8707], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:70/200, loss:0.0186, best epoch:61, best loss:0.0160, dice[ET:0.7817, TC:0.8246, WT:0.8750], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:71/200, loss:0.0172, best epoch:61, best loss:0.0160, dice[ET:0.7408, TC:0.8135, WT:0.8880], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:72/200, loss:0.0167, best epoch:61, best loss:0.0160, dice[ET:0.7816, TC:0.8495, WT:0.8869], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:73/200, loss:0.0172, best epoch:61, best loss:0.0160, dice[ET:0.7903, TC:0.8398, WT:0.8830], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:74/200, loss:0.0179, best epoch:61, best loss:0.0160, dice[ET:0.7884, TC:0.8397, WT:0.8756], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:75/200, loss:0.0194, best epoch:61, best loss:0.0160, dice[ET:0.7942, TC:0.8286, WT:0.8722], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:76/200, loss:0.0180, best epoch:61, best loss:0.0160, dice[ET:0.8019, TC:0.8526, WT:0.8763], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:77/200, loss:0.0201, best epoch:61, best loss:0.0160, dice[ET:0.7703, TC:0.8406, WT:0.8753], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:78/200, loss:0.0192, best epoch:61, best loss:0.0160, dice[ET:0.7944, TC:0.8483, WT:0.8794], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:79/200, loss:0.0209, best epoch:61, best loss:0.0160, dice[ET:0.7681, TC:0.8081, WT:0.8741], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:80/200, loss:0.0195, best epoch:61, best loss:0.0160, dice[ET:0.7897, TC:0.8299, WT:0.8777], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:81/200, loss:0.0190, best epoch:61, best loss:0.0160, dice[ET:0.7927, TC:0.8534, WT:0.8782], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:82/200, loss:0.0193, best epoch:61, best loss:0.0160, dice[ET:0.8032, TC:0.8461, WT:0.8755], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:83/200, loss:0.0189, best epoch:61, best loss:0.0160, dice[ET:0.7975, TC:0.8442, WT:0.8807], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:84/200, loss:0.0212, best epoch:61, best loss:0.0160, dice[ET:0.7829, TC:0.8260, WT:0.8698], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:85/200, loss:0.0175, best epoch:61, best loss:0.0160, dice[ET:0.7995, TC:0.8516, WT:0.8753], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:86/200, loss:0.0189, best epoch:61, best loss:0.0160, dice[ET:0.7924, TC:0.8307, WT:0.8757], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:87/200, loss:0.0169, best epoch:61, best loss:0.0160, dice[ET:0.7938, TC:0.8484, WT:0.8848], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:88/200, loss:0.0185, best epoch:61, best loss:0.0160, dice[ET:0.8067, TC:0.8492, WT:0.8780], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:89/200, loss:0.0194, best epoch:61, best loss:0.0160, dice[ET:0.8043, TC:0.8276, WT:0.8793], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:90/200, loss:0.0178, best epoch:61, best loss:0.0160, dice[ET:0.7787, TC:0.8360, WT:0.8794], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:91/200, loss:0.0180, best epoch:61, best loss:0.0160, dice[ET:0.8039, TC:0.8332, WT:0.8820], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:92/200, loss:0.0182, best epoch:61, best loss:0.0160, dice[ET:0.7984, TC:0.8435, WT:0.8791], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:93/200, loss:0.0193, best epoch:61, best loss:0.0160, dice[ET:0.7667, TC:0.8358, WT:0.8804], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:94/200, loss:0.0176, best epoch:61, best loss:0.0160, dice[ET:0.8025, TC:0.8485, WT:0.8781], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
epoch:95/200, loss:0.0170, best epoch:61, best loss:0.0160, dice[ET:0.8027, TC:0.8469, WT:0.8824], best dice[ET:0.7935, TC:0.8587, WT:0.8903]
